consom,breakdown,currency,geo\time	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
4161902,DP_NC,EUR,SE	0.0932 	0.0876 	0.0858 	0.0811 	0.0708 	0.0629 	0.0642 	0.0590 
4161902,DP_NC,EUR,SI	0.0699 	0.0698 	0.0704 	0.0680 	0.0673 	0.0681 	0.0585 	: 
4161902,DP_NC,EUR,SK	0.0841 	0.0898 	0.0875 	0.0892 	0.0806 	0.0741 	0.0811 	0.0755 
4161902,DP_NC,EUR,TR	0.0295 	0.0294 	0.0341 	0.0288 	0.0195 	0.0150 	0.0141 	: 
4161902,DP_NC,EUR,UK	0.0469 	0.0392 	0.0393 	0.0363 	: 	0.0439 	0.0477 	: 
4161902,DP_NC,EUR,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161902,DP_NC,NAT,AT	0.0719 	0.0731 	0.0724 	0.0718 	0.0739 	0.0739 	0.0728 	: 
4161902,DP_NC,NAT,BA	: 	0.0809 	0.0802 	: 	: 	: 	: 	: 
4161902,DP_NC,NAT,BE	0.1034 	0.0984 	0.0961 	0.0899 	0.0774 	0.0740 	0.0706 	0.0605 
4161902,DP_NC,NAT,BG	0.0360 	0.0575 	0.0612 	0.0580 	0.0421 	0.0480 	0.0530 	0.0511 
4161902,DP_NC,NAT,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161902,DP_NC,NAT,CZ	3.1400 	3.3700 	3.1900 	3.1500 	2.9300 	2.4000 	2.2500 	2.2600 
4161902,DP_NC,NAT,DE	0.0727 	0.0728 	0.0684 	0.0689 	0.0670 	0.0658 	0.0635 	0.0727 
4161902,DP_NC,NAT,DK	0.7697 	0.7114 	0.7272 	0.6324 	0.6000 	0.6365 	0.5337 	0.6015 
4161902,DP_NC,NAT,EE	0.0533 	0.0542 	0.0313 	0.0456 	0.6400 	0.5970 	0.5760 	0.5890 
4161902,DP_NC,NAT,EL	0.0295 	0.0290 	0.0303 	0.0301 	0.0302 	0.0295 	: 	: 
4161902,DP_NC,NAT,ES	0.0579 	0.0422 	0.1068 	0.0841 	0.0770 	0.0471 	0.0442 	: 
4161902,DP_NC,NAT,FI	0.0775 	0.0756 	0.0749 	0.0713 	0.0683 	0.0660 	0.0572 	0.0551 
4161902,DP_NC,NAT,FR	0.0656 	0.0666 	0.0657 	: 	: 	: 	: 	: 
4161902,DP_NC,NAT,HR	0.3578 	0.3630 	0.3635 	0.3170 	0.3100 	0.3100 	0.3100 	0.3100 
4161902,DP_NC,NAT,HU	14.4055 	14.2064 	16.0739 	: 	15.6400 	15.0705 	13.8460 	13.3560 
4161902,DP_NC,NAT,IE	0.0918 	0.0934 	0.0842 	0.0749 	: 	: 	: 	: 
4161902,DP_NC,NAT,IS	12.5640 	12.3143 	14.6257 	: 	: 	: 	: 	: 
4161902,DP_NC,NAT,IT	0.0362 	0.0310 	0.0298 	0.0298 	0.0299 	0.0268 	0.0257 	: 
4161902,DP_NC,NAT,LI	0.0833 	: 	: 	: 	: 	: 	: 	: 
4161902,DP_NC,NAT,LT	0.1370 	0.1434 	0.1989 	0.1958 	0.1939 	0.1440 	0.1335 	0.1524 
4161902,DP_NC,NAT,LU	0.0820 	0.0818 	0.0831 	0.0813 	0.0830 	0.0808 	0.0876 	0.0882 
4161902,DP_NC,NAT,LV	0.0564 	0.0396 	0.0396 	0.0396 	0.0328 	0.0327 	0.0328 	0.0234 
4161902,DP_NC,NAT,ME	0.0497 	0.0505 	0.0467 	0.0403 	: 	: 	: 	: 
4161902,DP_NC,NAT,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0094 
4161902,DP_NC,NAT,NL	0.0661 	0.0817 	0.0816 	0.0810 	0.0660 	0.0729 	0.0656 	0.0642 
4161902,DP_NC,NAT,NO	1.0891 	1.1006 	1.1040 	1.1340 	1.1216 	1.0320 	0.9904 	0.9674 
4161902,DP_NC,NAT,PL	0.2530 	0.2495 	0.2468 	0.2369 	0.2318 	0.2107 	0.2153 	0.2675 
4161902,DP_NC,NAT,PT	0.0668 	0.0596 	0.0506 	0.0528 	0.0551 	0.0616 	0.0531 	: 
4161902,DP_NC,NAT,RO	0.2345 	0.2336 	0.2190 	0.2124 	0.2107 	0.2083 	0.2028 	0.1982 
4161902,DP_NC,NAT,RS	4.4892 	4.8068 	: 	: 	: 	: 	: 	: 
4161902,DP_NC,NAT,SE	0.8608 	0.7678 	0.7322 	0.7393 	0.6580 	0.6530 	0.6330 	0.5471 
4161902,DP_NC,NAT,SI	0.0699 	0.0698 	0.0704 	0.0680 	0.0673 	0.0681 	0.0585 	: 
4161902,DP_NC,NAT,SK	0.0841 	0.0898 	0.0875 	0.0892 	0.0806 	0.0741 	2.4600 	2.5300 
4161902,DP_NC,NAT,TR	0.0841 	0.0789 	0.0782 	0.0711 	0.0384 	0.0327 	0.0272 	: 
4161902,DP_NC,NAT,UK	0.0371 	0.0332 	0.0314 	0.0315 	: 	0.0390 	0.0390 	: 
4161902,DP_NC,NAT,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161902,DP_NC,PPS,AT	0.0651 	0.0654 	0.0657 	0.0648 	0.0670 	0.0658 	0.0667 	: 
4161902,DP_NC,PPS,BA	: 	0.0848 	0.0850 	: 	: 	: 	: 	: 
4161902,DP_NC,PPS,BE	0.0932 	0.0874 	0.0867 	0.0810 	0.0698 	0.0649 	0.0631 	0.0554 
4161902,DP_NC,PPS,BG	0.0390 	0.0618 	0.0666 	0.0626 	0.0486 	0.0549 	0.0634 	0.0651 
4161902,DP_NC,PPS,CY	0.0429 	0.0419 	0.0412 	0.0396 	0.0400 	: 	: 	: 
4161902,DP_NC,PPS,CZ	0.1779 	0.1900 	0.1806 	0.1774 	0.1603 	0.1299 	0.1232 	0.1315 
4161902,DP_NC,PPS,DE	0.0698 	0.0693 	0.0662 	0.0663 	0.0642 	0.0612 	0.0611 	0.0710 
4161902,DP_NC,PPS,DK	0.0766 	0.0700 	0.0722 	0.0628 	0.0591 	0.0611 	0.0520 	0.0593 
4161902,DP_NC,PPS,EE	0.0714 	0.0743 	0.0702 	0.0656 	0.0603 	0.0545 	0.0519 	0.0554 
4161902,DP_NC,PPS,EL	0.0356 	0.0340 	0.0339 	0.0324 	0.0328 	0.0318 	: 	: 
4161902,DP_NC,PPS,ES	0.0647 	0.0469 	0.1180 	0.0901 	0.0819 	0.0499 	0.0479 	: 
4161902,DP_NC,PPS,FI	0.0623 	0.0613 	0.0621 	0.0593 	0.0572 	0.0550 	0.0487 	0.0475 
4161902,DP_NC,PPS,FR	0.0598 	0.0589 	0.0585 	: 	: 	: 	: 	: 
4161902,DP_NC,PPS,HR	0.0740 	0.0754 	0.0754 	0.0633 	0.0604 	0.0605 	0.0632 	0.0655 
4161902,DP_NC,PPS,HU	0.0824 	0.0830 	0.0956 	: 	0.0952 	0.0903 	0.0836 	0.0825 
4161902,DP_NC,PPS,IE	0.0825 	0.0848 	0.0768 	0.0679 	: 	: 	: 	: 
4161902,DP_NC,PPS,IS	0.0677 	0.0673 	0.0813 	: 	: 	: 	: 	: 
4161902,DP_NC,PPS,IT	0.0361 	0.0307 	0.0297 	0.0292 	0.0292 	0.0259 	0.0255 	: 
4161902,DP_NC,PPS,LT	0.0647 	0.0677 	0.0956 	0.0939 	0.0950 	0.0673 	0.0614 	0.0768 
4161902,DP_NC,PPS,LU	0.0688 	0.0675 	0.0704 	0.0686 	0.0687 	0.0670 	0.0755 	0.0774 
4161902,DP_NC,PPS,LV	0.0822 	0.0815 	0.0825 	0.0838 	0.0708 	0.0680 	0.0649 	0.0502 
4161902,DP_NC,PPS,ME	0.0968 	0.1007 	0.0951 	0.0821 	: 	: 	: 	: 
4161902,DP_NC,PPS,MT	0.0274 	0.0282 	0.0287 	0.0291 	0.0301 	0.0302 	0.0307 	0.0313 
4161902,DP_NC,PPS,NL	0.0605 	0.0744 	0.0748 	0.0736 	0.0593 	0.0652 	0.0608 	0.0608 
4161902,DP_NC,PPS,NO	0.0870 	0.0903 	0.0941 	0.0952 	0.0950 	0.0867 	0.0884 	0.0894 
4161902,DP_NC,PPS,PL	0.1045 	0.1034 	0.1023 	0.0978 	0.0972 	0.0850 	0.0906 	0.1178 
4161902,DP_NC,PPS,PT	0.0859 	0.0764 	0.0635 	0.0643 	0.0665 	0.0732 	0.0639 	: 
4161902,DP_NC,PPS,RO	0.1026 	0.1060 	0.1031 	0.1007 	0.1011 	0.0989 	0.0992 	0.1063 
4161902,DP_NC,PPS,RS	0.0789 	0.0873 	: 	: 	: 	: 	: 	: 
4161902,DP_NC,PPS,SE	0.0726 	0.0658 	0.0631 	0.0630 	0.0558 	0.0551 	0.0564 	0.0500 
4161902,DP_NC,PPS,SI	0.0874 	0.0867 	0.0870 	0.0814 	0.0801 	0.0795 	0.0720 	: 
4161902,DP_NC,PPS,SK	0.1262 	0.1322 	0.1281 	0.1298 	0.1206 	0.1090 	0.1151 	0.1115 
4161902,DP_NC,PPS,TR	0.0530 	0.0536 	0.0565 	0.0541 	0.0312 	0.0270 	0.0239 	: 
4161902,DP_NC,PPS,UK	0.0396 	0.0359 	0.0343 	0.0340 	: 	0.0447 	0.0468 	: 
4161902,DP_TL,EUR,AT	0.0808 	0.0764 	0.0698 	0.0616 	0.0615 	0.0615 	0.0601 	: 
4161902,DP_TL,EUR,BA	: 	0.0133 	0.0131 	: 	: 	: 	: 	: 
4161902,DP_TL,EUR,BE	0.0343 	0.0591 	0.0573 	0.0561 	0.0554 	0.0513 	0.0588 	0.0443 
4161902,DP_TL,EUR,BG	0.0150 	0.0145 	0.0159 	0.0143 	0.0140 	0.0133 	0.0138 	0.0120 
4161902,DP_TL,EUR,CY	0.0441 	0.0450 	0.0494 	0.0377 	0.0331 	: 	: 	: 
4161902,DP_TL,EUR,CZ	0.0355 	0.0411 	0.0398 	0.0391 	0.0378 	0.0349 	0.0336 	0.0278 
4161902,DP_TL,EUR,DE	0.1583 	0.1472 	0.1285 	0.1180 	0.1032 	0.0972 	0.0901 	0.0866 
4161902,DP_TL,EUR,DK	0.1781 	0.1743 	0.1737 	0.1722 	0.1570 	0.1489 	0.1519 	0.1429 
4161902,DP_TL,EUR,EE	0.0348 	0.0364 	0.0332 	0.0283 	0.0294 	0.0227 	0.0183 	0.0134 
4161902,DP_TL,EUR,EL	0.0559 	0.0487 	0.0315 	0.0182 	0.0193 	0.0114 	: 	: 
4161902,DP_TL,EUR,ES	0.0589 	0.0547 	0.0538 	0.0449 	0.0375 	0.0345 	0.0323 	: 
4161902,DP_TL,EUR,FI	0.0578 	0.0557 	0.0539 	0.0540 	0.0414 	0.0385 	0.0364 	0.0327 
4161902,DP_TL,EUR,FR	0.0559 	0.0510 	0.0444 	: 	: 	: 	: 	: 
4161902,DP_TL,EUR,HR	0.0331 	0.0313 	0.0306 	0.0238 	0.0217 	0.0219 	0.0223 	0.0219 
4161902,DP_TL,EUR,HU	0.0253 	0.0319 	0.0349 	: 	0.0344 	0.0357 	0.0278 	0.0374 
4161902,DP_TL,EUR,IE	0.0676 	0.0541 	0.0455 	0.0462 	: 	: 	: 	: 
4161902,DP_TL,EUR,IS	0.0303 	0.0282 	0.0324 	: 	: 	: 	: 	: 
4161902,DP_TL,EUR,IT	0.0678 	0.0607 	0.0573 	0.0445 	0.0367 	0.0344 	0.0313 	: 
4161902,DP_TL,EUR,LI	0.0140 	: 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,EUR,LT	0.0439 	0.0517 	0.0224 	0.0221 	0.0215 	0.0164 	0.0136 	0.0149 
4161902,DP_TL,EUR,LU	0.0316 	0.0226 	0.0239 	0.0234 	0.0310 	0.0239 	0.0235 	0.0214 
4161902,DP_TL,EUR,LV	0.0421 	0.0480 	0.0389 	0.0217 	0.0096 	0.0096 	0.0048 	0.0034 
4161902,DP_TL,EUR,ME	0.0174 	0.0182 	0.0158 	0.0127 	: 	: 	: 	: 
4161902,DP_TL,EUR,MT	0.0069 	0.0100 	0.0100 	0.0100 	0.0096 	0.0086 	0.0066 	0.0023 
4161902,DP_TL,EUR,NL	: 	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
4161902,DP_TL,EUR,NO	0.0654 	0.0684 	0.0708 	0.0710 	0.0703 	0.0600 	0.0618 	0.0584 
4161902,DP_TL,EUR,PL	0.0326 	0.0329 	0.0343 	0.0317 	0.0318 	0.0283 	0.0310 	0.0320 
4161902,DP_TL,EUR,PT	0.1028 	0.1003 	0.0964 	0.0930 	0.0675 	0.0232 	0.0444 	: 
4161902,DP_TL,EUR,RO	0.0351 	0.0386 	0.0332 	0.0265 	0.0215 	0.0163 	0.0179 	0.0192 
4161902,DP_TL,EUR,RS	0.0126 	0.0121 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,EUR,SE	0.0733 	0.0762 	0.0775 	0.0741 	0.0710 	0.0622 	0.0651 	0.0623 
4161902,DP_TL,EUR,SI	0.0636 	0.0640 	0.0427 	0.0418 	0.0487 	0.0380 	0.0272 	: 
4161902,DP_TL,EUR,SK	0.0318 	0.0350 	0.0357 	0.0349 	0.0294 	0.0272 	0.0284 	0.0257 
4161902,DP_TL,EUR,TR	0.0270 	0.0261 	0.0302 	0.0226 	0.0281 	0.0242 	0.0252 	: 
4161902,DP_TL,EUR,UK	0.0106 	0.0093 	0.0093 	0.0086 	: 	0.0068 	0.0073 	: 
4161902,DP_TL,EUR,XK	0.0156 	0.0157 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,NAT,AT	0.0808 	0.0764 	0.0698 	0.0616 	0.0615 	0.0615 	0.0601 	: 
4161902,DP_TL,NAT,BA	: 	0.0260 	0.0257 	: 	: 	: 	: 	: 
4161902,DP_TL,NAT,BE	0.0343 	0.0591 	0.0573 	0.0561 	0.0554 	0.0513 	0.0588 	0.0443 
4161902,DP_TL,NAT,BG	0.0294 	0.0284 	0.0311 	0.0280 	0.0274 	0.0260 	0.0270 	0.0234 
4161902,DP_TL,NAT,CY	0.0441 	0.0450 	0.0494 	0.0377 	0.0331 	: 	: 	: 
4161902,DP_TL,NAT,CZ	0.9800 	1.0800 	1.0000 	0.9700 	0.9400 	0.9000 	0.8300 	0.7600 
4161902,DP_TL,NAT,DE	0.1583 	0.1472 	0.1285 	0.1180 	0.1032 	0.0972 	0.0901 	0.0866 
4161902,DP_TL,NAT,DK	1.3266 	1.2998 	1.2945 	1.2819 	1.1697 	1.1086 	1.1327 	1.0647 
4161902,DP_TL,NAT,EE	0.0348 	0.0364 	0.0332 	0.0283 	0.4600 	0.3547 	0.2870 	0.2100 
4161902,DP_TL,NAT,EL	0.0559 	0.0487 	0.0315 	0.0182 	0.0193 	0.0114 	: 	: 
4161902,DP_TL,NAT,ES	0.0589 	0.0547 	0.0538 	0.0449 	0.0375 	0.0345 	0.0323 	: 
4161902,DP_TL,NAT,FI	0.0578 	0.0557 	0.0539 	0.0540 	0.0414 	0.0385 	0.0364 	0.0327 
4161902,DP_TL,NAT,FR	0.0559 	0.0510 	0.0444 	: 	: 	: 	: 	: 
4161902,DP_TL,NAT,HR	0.2534 	0.2372 	0.2296 	0.1780 	0.1590 	0.1600 	0.1600 	0.1600 
4161902,DP_TL,NAT,HU	7.8597 	9.5084 	9.8864 	: 	9.5900 	9.6850 	6.9318 	9.4370 
4161902,DP_TL,NAT,IE	0.0676 	0.0541 	0.0455 	0.0462 	: 	: 	: 	: 
4161902,DP_TL,NAT,IS	4.6700 	4.5600 	5.1285 	: 	: 	: 	: 	: 
4161902,DP_TL,NAT,IT	0.0678 	0.0607 	0.0573 	0.0445 	0.0367 	0.0344 	0.0313 	: 
4161902,DP_TL,NAT,LI	0.0169 	: 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,NAT,LT	0.1516 	0.1784 	0.0774 	0.0764 	0.0743 	0.0566 	0.0471 	0.0516 
4161902,DP_TL,NAT,LU	0.0316 	0.0226 	0.0239 	0.0234 	0.0310 	0.0239 	0.0235 	0.0214 
4161902,DP_TL,NAT,LV	0.0421 	0.0337 	0.0271 	0.0153 	0.0068 	0.0068 	0.0034 	0.0024 
4161902,DP_TL,NAT,ME	0.0174 	0.0182 	0.0158 	0.0127 	: 	: 	: 	: 
4161902,DP_TL,NAT,MT	0.0069 	0.0100 	0.0100 	0.0100 	0.0096 	0.0086 	0.0066 	0.0010 
4161902,DP_TL,NAT,NL	: 	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
4161902,DP_TL,NAT,NO	0.5518 	0.5528 	0.5225 	0.5510 	0.5629 	0.5141 	0.5254 	0.4611 
4161902,DP_TL,NAT,PL	0.1365 	0.1389 	0.1415 	0.1357 	0.1269 	0.1183 	0.1097 	0.1193 
4161902,DP_TL,NAT,PT	0.1028 	0.1003 	0.0964 	0.0930 	0.0675 	0.0232 	0.0444 	: 
4161902,DP_TL,NAT,RO	0.1552 	0.1717 	0.1505 	0.1139 	0.0918 	0.0694 	0.0661 	0.0640 
4161902,DP_TL,NAT,RS	1.4917 	1.3876 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,NAT,SE	0.6768 	0.6682 	0.6606 	0.6753 	0.6600 	0.6460 	0.6410 	0.5783 
4161902,DP_TL,NAT,SI	0.0636 	0.0640 	0.0427 	0.0418 	0.0487 	0.0380 	0.0272 	: 
4161902,DP_TL,NAT,SK	0.0318 	0.0350 	0.0357 	0.0349 	0.0294 	0.0272 	0.8600 	0.8600 
4161902,DP_TL,NAT,TR	0.0769 	0.0701 	0.0693 	0.0558 	0.0555 	0.0527 	0.0486 	: 
4161902,DP_TL,NAT,UK	0.0084 	0.0079 	0.0074 	0.0075 	: 	0.0060 	0.0060 	: 
4161902,DP_TL,NAT,XK	0.0156 	0.0157 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,PPS,AT	0.0731 	0.0684 	0.0633 	0.0556 	0.0558 	0.0548 	0.0551 	: 
4161902,DP_TL,PPS,BA	: 	0.0273 	0.0272 	: 	: 	: 	: 	: 
4161902,DP_TL,PPS,BE	0.0309 	0.0525 	0.0517 	0.0505 	0.0500 	0.0450 	0.0526 	0.0405 
4161902,DP_TL,PPS,BG	0.0319 	0.0305 	0.0338 	0.0302 	0.0316 	0.0297 	0.0323 	0.0298 
4161902,DP_TL,PPS,CY	0.0502 	0.0504 	0.0544 	0.0410 	0.0373 	: 	: 	: 
4161902,DP_TL,PPS,CZ	0.0555 	0.0609 	0.0566 	0.0546 	0.0514 	0.0487 	0.0455 	0.0442 
4161902,DP_TL,PPS,DE	0.1519 	0.1400 	0.1244 	0.1135 	0.0989 	0.0904 	0.0867 	0.0846 
4161902,DP_TL,PPS,DK	0.1321 	0.1279 	0.1285 	0.1273 	0.1151 	0.1065 	0.1104 	0.1049 
4161902,DP_TL,PPS,EE	0.0466 	0.0499 	0.0468 	0.0407 	0.0434 	0.0324 	0.0258 	0.0198 
4161902,DP_TL,PPS,EL	0.0674 	0.0571 	0.0352 	0.0196 	0.0210 	0.0123 	: 	: 
4161902,DP_TL,PPS,ES	0.0658 	0.0607 	0.0594 	0.0481 	0.0399 	0.0366 	0.0350 	: 
4161902,DP_TL,PPS,FI	0.0465 	0.0452 	0.0447 	0.0449 	0.0347 	0.0321 	0.0310 	0.0282 
4161902,DP_TL,PPS,FR	0.0509 	0.0451 	0.0396 	: 	: 	: 	: 	: 
4161902,DP_TL,PPS,HR	0.0524 	0.0493 	0.0476 	0.0356 	0.0310 	0.0312 	0.0326 	0.0338 
4161902,DP_TL,PPS,HU	0.0450 	0.0555 	0.0671 	: 	0.0583 	0.0580 	0.0418 	0.0583 
4161902,DP_TL,PPS,IE	0.0607 	0.0491 	0.0415 	0.0419 	: 	: 	: 	: 
4161902,DP_TL,PPS,IS	0.0252 	0.0249 	0.0285 	: 	: 	: 	: 	: 
4161902,DP_TL,PPS,IT	0.0675 	0.0602 	0.0571 	0.0437 	0.0359 	0.0332 	0.0310 	: 
4161902,DP_TL,PPS,LT	0.0716 	0.0843 	0.0372 	0.0367 	0.0364 	0.0265 	0.0217 	0.0260 
4161902,DP_TL,PPS,LU	0.0265 	0.0186 	0.0202 	0.0197 	0.0257 	0.0198 	0.0203 	0.0188 
4161902,DP_TL,PPS,LV	0.0614 	0.0693 	0.0564 	0.0324 	0.0147 	0.0141 	0.0067 	0.0051 
4161902,DP_TL,PPS,ME	0.0339 	0.0363 	0.0322 	0.0259 	: 	: 	: 	: 
4161902,DP_TL,PPS,MT	0.0086 	0.0128 	0.0130 	0.0132 	0.0131 	0.0118 	0.0092 	0.0033 
4161902,DP_TL,PPS,NL	: 	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
4161902,DP_TL,PPS,NO	0.0441 	0.0454 	0.0445 	0.0463 	0.0477 	0.0432 	0.0469 	0.0426 
4161902,DP_TL,PPS,PL	0.0564 	0.0576 	0.0587 	0.0560 	0.0532 	0.0477 	0.0462 	0.0525 
4161902,DP_TL,PPS,PT	0.1321 	0.1286 	0.1210 	0.1133 	0.0815 	0.0276 	0.0534 	: 
4161902,DP_TL,PPS,RO	0.0679 	0.0779 	0.0709 	0.0540 	0.0440 	0.0329 	0.0323 	0.0343 
4161902,DP_TL,PPS,RS	0.0262 	0.0252 	: 	: 	: 	: 	: 	: 
4161902,DP_TL,PPS,SE	0.0571 	0.0573 	0.0569 	0.0576 	0.0560 	0.0545 	0.0571 	0.0528 
4161902,DP_TL,PPS,SI	0.0796 	0.0795 	0.0528 	0.0500 	0.0580 	0.0444 	0.0335 	: 
4161902,DP_TL,PPS,SK	0.0477 	0.0515 	0.0523 	0.0508 	0.0440 	0.0400 	0.0402 	0.0379 
4161902,DP_TL,PPS,TR	0.0485 	0.0476 	0.0501 	0.0424 	0.0450 	0.0435 	0.0427 	: 
4161902,DP_TL,PPS,UK	0.0090 	0.0085 	0.0081 	0.0081 	: 	0.0069 	0.0072 	: 
4161903,DP_ES,EUR,AT	0.0705 	0.0758 	0.0768 	0.0802 	0.0710 	0.0710 	0.0678 	: 
4161903,DP_ES,EUR,BA	: 	0.0353 	0.0358 	: 	: 	: 	: 	: 
4161903,DP_ES,EUR,BE	0.0694 	0.0709 	0.0783 	0.0758 	0.0741 	0.0698 	0.0967 	0.0701 
4161903,DP_ES,EUR,BG	0.0554 	0.0441 	0.0471 	0.0424 	0.0474 	0.0429 	0.0409 	0.0335 
4161903,DP_ES,EUR,CY	0.1538 	0.1654 	0.2040 	0.1671 	0.1335 	: 	: 	: 
4161903,DP_ES,EUR,CZ	0.0366 	0.0442 	0.0482 	0.0459 	0.0475 	0.0707 	0.0635 	0.0500 
4161903,DP_ES,EUR,DE	0.0772 	0.0866 	0.0845 	0.0807 	0.0877 	0.0798 	0.0801 	0.0661 
4161903,DP_ES,EUR,DK	0.0463 	0.0483 	0.0528 	0.0676 	0.0600 	0.0467 	0.0802 	0.0410 
4161903,DP_ES,EUR,EE	0.0460 	0.0479 	0.0483 	0.0318 	0.0313 	0.0325 	0.0311 	0.0288 
4161903,DP_ES,EUR,EL	0.0944 	0.0928 	0.0792 	0.0727 	0.0684 	0.0673 	: 	: 
4161903,DP_ES,EUR,ES	0.1364 	0.1425 	0.0823 	0.0926 	0.0835 	0.0967 	0.0894 	: 
4161903,DP_ES,EUR,FI	0.0562 	0.0603 	0.0613 	0.0645 	0.0581 	0.0551 	0.0550 	0.0475 
4161903,DP_ES,EUR,FR	0.0639 	0.0585 	0.0556 	: 	: 	: 	: 	: 
4161903,DP_ES,EUR,HR	0.0591 	0.0631 	0.0665 	0.0545 	0.0551 	0.0548 	0.0571 	0.0396 
4161903,DP_ES,EUR,HU	0.0471 	0.0576 	0.0692 	: 	0.0725 	0.0801 	0.0828 	0.0569 
4161903,DP_ES,EUR,IE	0.1388 	0.1247 	0.1285 	0.1154 	: 	: 	: 	: 
4161903,DP_ES,EUR,IS	0.0333 	0.0304 	0.0307 	: 	: 	: 	: 	: 
4161903,DP_ES,EUR,IT	0.1011 	0.1064 	0.1106 	0.0981 	0.0938 	0.1084 	0.1114 	: 
4161903,DP_ES,EUR,LI	0.0723 	: 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,EUR,LT	0.0503 	0.0481 	0.0491 	0.0487 	0.0463 	0.0377 	0.0365 	0.0311 
4161903,DP_ES,EUR,LU	0.0721 	0.0698 	0.0747 	0.0713 	0.0730 	0.0909 	0.0626 	0.0624 
4161903,DP_ES,EUR,LV	0.0290 	0.0289 	0.0386 	0.0539 	0.0491 	0.0494 	0.0492 	0.0359 
4161903,DP_ES,EUR,ME	0.0422 	0.0400 	0.0406 	0.0346 	: 	: 	: 	: 
4161903,DP_ES,EUR,MT	0.0969 	0.1389 	0.1378 	0.1366 	0.1351 	0.1218 	0.1239 	0.0652 
4161903,DP_ES,EUR,NL	0.0745 	0.0761 	0.0788 	0.0779 	0.0789 	0.0914 	0.0848 	0.0806 
4161903,DP_ES,EUR,NO	0.0465 	0.0522 	0.0435 	0.0535 	0.0603 	0.0455 	0.0590 	0.0387 
4161903,DP_ES,EUR,PL	0.0555 	0.0586 	0.0632 	0.0574 	0.0588 	0.0551 	0.0486 	0.0359 
4161903,DP_ES,EUR,PT	0.0702 	0.0729 	0.0740 	0.0626 	0.0605 	0.0870 	0.0699 	: 
4161903,DP_ES,EUR,RO	0.0375 	0.0366 	0.0259 	0.0320 	0.0334 	0.0314 	0.0357 	0.0346 
4161903,DP_ES,EUR,RS	0.0198 	0.0182 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,EUR,SE	0.0477 	0.0565 	0.0602 	0.0639 	0.0670 	0.0542 	0.0620 	0.0511 
4161903,DP_ES,EUR,SI	0.0585 	0.0612 	0.0623 	0.0605 	0.0542 	0.0540 	0.0457 	: 
4161903,DP_ES,EUR,SK	0.0535 	0.0633 	0.0687 	0.0654 	0.0722 	0.0691 	0.0650 	0.0555 
4161903,DP_ES,EUR,TR	0.0743 	0.0759 	0.0828 	0.0631 	0.0898 	0.0785 	0.0828 	: 
4161903,DP_ES,EUR,UK	0.1495 	0.1352 	0.1343 	0.1172 	: 	0.0934 	0.1065 	: 
4161903,DP_ES,EUR,XK	0.0203 	0.0149 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,NAT,AT	0.0705 	0.0758 	0.0768 	0.0802 	0.0710 	0.0710 	0.0678 	: 
4161903,DP_ES,NAT,BA	: 	0.0692 	0.0701 	: 	: 	: 	: 	: 
4161903,DP_ES,NAT,BE	0.0694 	0.0709 	0.0783 	0.0758 	0.0741 	0.0698 	0.0967 	0.0701 
4161903,DP_ES,NAT,BG	0.1083 	0.0862 	0.0921 	0.0829 	0.0928 	0.0840 	0.0800 	0.0655 
4161903,DP_ES,NAT,CY	0.1538 	0.1654 	0.2040 	0.1671 	0.1335 	: 	: 	: 
4161903,DP_ES,NAT,CZ	1.0100 	1.1600 	1.2100 	1.1400 	1.1800 	1.8200 	1.5700 	1.3700 
4161903,DP_ES,NAT,DE	0.0772 	0.0866 	0.0845 	0.0807 	0.0877 	0.0798 	0.0801 	0.0661 
4161903,DP_ES,NAT,DK	0.3447 	0.3604 	0.3936 	0.5036 	0.4469 	0.3475 	0.5977 	0.3051 
4161903,DP_ES,NAT,EE	0.0460 	0.0479 	0.0483 	0.0318 	0.4900 	0.5090 	0.4870 	0.4500 
4161903,DP_ES,NAT,EL	0.0944 	0.0928 	0.0792 	0.0727 	0.0684 	0.0673 	: 	: 
4161903,DP_ES,NAT,ES	0.1364 	0.1425 	0.0823 	0.0926 	0.0835 	0.0967 	0.0894 	: 
4161903,DP_ES,NAT,FI	0.0562 	0.0603 	0.0613 	0.0645 	0.0581 	0.0551 	0.0550 	0.0475 
