consom,breakdown,currency,geo\time	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
4161905,DP_ES,PPS,SE	0.0353 	0.0401 	0.0416 	0.0462 	0.0496 	0.0449 	0.0508 	0.0420 
4161905,DP_ES,PPS,SI	0.0699 	0.0720 	0.0723 	0.0692 	0.0712 	0.0710 	0.0621 	: 
4161905,DP_ES,PPS,SK	0.0773 	0.0886 	0.0931 	0.0899 	0.0975 	0.1005 	0.0791 	0.0626 
4161905,DP_ES,PPS,TR	0.1323 	0.1360 	0.1374 	0.1176 	0.1438 	0.1408 	0.1399 	: 
4161905,DP_ES,PPS,UK	0.1052 	0.1063 	0.0987 	0.0913 	: 	0.0803 	0.0864 	: 
4161905,DP_NC,EUR,AT	0.0415 	0.0453 	0.0454 	0.0455 	0.0490 	0.0490 	0.0481 	: 
4161905,DP_NC,EUR,BA	: 	0.0267 	0.0269 	: 	: 	: 	: 	: 
4161905,DP_NC,EUR,BE	0.0798 	0.0717 	0.0667 	0.0635 	0.0565 	0.0532 	0.0539 	0.0488 
4161905,DP_NC,EUR,BG	0.0197 	0.0295 	0.0329 	0.0309 	0.0221 	0.0251 	0.0266 	0.0262 
4161905,DP_NC,EUR,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161905,DP_NC,EUR,CZ	0.0424 	0.0472 	0.0426 	0.0403 	0.0326 	0.0132 	0.0125 	0.0099 
4161905,DP_NC,EUR,DE	0.0534 	0.0540 	0.0509 	0.0509 	0.0491 	0.0485 	0.0465 	0.0538 
4161905,DP_NC,EUR,DK	0.0710 	0.0629 	0.0616 	0.0484 	0.0448 	0.0510 	0.0378 	0.0482 
4161905,DP_NC,EUR,EE	0.0441 	0.0390 	0.0300 	0.0380 	0.0332 	0.0312 	0.0305 	0.0302 
4161905,DP_NC,EUR,EL	0.0207 	0.0203 	0.0214 	0.0200 	0.0235 	0.0242 	: 	: 
4161905,DP_NC,EUR,ES	0.0319 	0.0259 	0.0789 	0.0650 	0.0569 	0.0346 	0.0344 	: 
4161905,DP_NC,EUR,FI	0.0254 	0.0255 	0.0247 	0.0242 	0.0234 	0.0217 	0.0201 	0.0194 
4161905,DP_NC,EUR,FR	0.0483 	0.0357 	0.0376 	: 	: 	: 	: 	: 
4161905,DP_NC,EUR,HR	0.0375 	0.0387 	0.0392 	0.0334 	0.0339 	0.0342 	0.0348 	0.0369 
4161905,DP_NC,EUR,HU	0.0415 	0.0420 	0.0497 	: 	0.0496 	0.0491 	0.0349 	0.0259 
4161905,DP_NC,EUR,IE	0.0561 	0.0643 	0.0545 	0.0466 	: 	: 	: 	: 
4161905,DP_NC,EUR,IS	0.0150 	0.0114 	0.0409 	: 	: 	: 	: 	: 
4161905,DP_NC,EUR,IT	0.1163 	0.0990 	0.1055 	0.1073 	0.1063 	0.1212 	0.0525 	: 
4161905,DP_NC,EUR,LI	0.0663 	: 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,EUR,LT	0.0291 	0.0305 	0.0478 	0.0427 	0.0470 	0.0305 	0.0287 	0.0345 
4161905,DP_NC,EUR,LU	0.0637 	0.0640 	0.0656 	0.0665 	0.0670 	0.0663 	0.0680 	0.0703 
4161905,DP_NC,EUR,LV	0.0543 	0.0528 	0.0556 	0.0549 	0.0461 	0.0461 	0.0458 	0.0303 
4161905,DP_NC,EUR,ME	0.0409 	0.0416 	0.0386 	0.0367 	: 	: 	: 	: 
4161905,DP_NC,EUR,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0219 
4161905,DP_NC,EUR,NL	0.0389 	0.0302 	0.0271 	0.0000 	: 	: 	: 	: 
4161905,DP_NC,EUR,NO	0.0308 	0.0327 	0.0358 	0.0359 	0.0347 	0.0289 	0.0277 	0.0297 
4161905,DP_NC,EUR,PL	0.0481 	0.0451 	0.0439 	0.0411 	0.0408 	0.0360 	0.0411 	0.0649 
4161905,DP_NC,EUR,PT	0.0499 	0.0429 	0.0403 	0.0345 	0.0349 	0.0403 	0.0272 	: 
4161905,DP_NC,EUR,RO	0.0524 	0.0520 	0.0474 	0.0492 	0.0503 	0.0490 	0.0545 	0.0545 
4161905,DP_NC,EUR,RS	0.0208 	0.0218 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,EUR,SE	0.0353 	0.0396 	0.0385 	0.0371 	0.0316 	0.0272 	0.0266 	0.0276 
4161905,DP_NC,EUR,SI	0.0431 	0.0426 	0.0430 	0.0410 	0.0367 	0.0347 	0.0356 	: 
4161905,DP_NC,EUR,SK	0.0476 	0.0484 	0.0457 	0.0462 	0.0389 	0.0423 	0.0323 	0.0287 
4161905,DP_NC,EUR,TR	0.0307 	0.0300 	0.0341 	0.0288 	0.0195 	0.0150 	0.0141 	: 
4161905,DP_NC,EUR,UK	0.0353 	0.0308 	0.0300 	0.0277 	: 	0.0338 	0.0379 	: 
4161905,DP_NC,EUR,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,NAT,AT	0.0415 	0.0453 	0.0454 	0.0455 	0.0490 	0.0490 	0.0481 	: 
4161905,DP_NC,NAT,BA	: 	0.0523 	0.0528 	: 	: 	: 	: 	: 
4161905,DP_NC,NAT,BE	0.0798 	0.0717 	0.0667 	0.0635 	0.0565 	0.0532 	0.0539 	0.0488 
4161905,DP_NC,NAT,BG	0.0385 	0.0576 	0.0644 	0.0604 	0.0433 	0.0490 	0.0520 	0.0513 
4161905,DP_NC,NAT,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161905,DP_NC,NAT,CZ	1.1700 	1.2400 	1.0700 	1.0000 	0.8100 	0.3400 	0.3100 	0.2700 
4161905,DP_NC,NAT,DE	0.0534 	0.0540 	0.0509 	0.0509 	0.0491 	0.0485 	0.0465 	0.0538 
4161905,DP_NC,NAT,DK	0.5291 	0.4688 	0.4590 	0.3606 	0.3340 	0.3795 	0.2818 	0.3589 
4161905,DP_NC,NAT,EE	0.0441 	0.0390 	0.0300 	0.0380 	0.5200 	0.4880 	0.4770 	0.4730 
4161905,DP_NC,NAT,EL	0.0207 	0.0203 	0.0214 	0.0200 	0.0235 	0.0242 	: 	: 
4161905,DP_NC,NAT,ES	0.0319 	0.0259 	0.0789 	0.0650 	0.0569 	0.0346 	0.0344 	: 
4161905,DP_NC,NAT,FI	0.0254 	0.0255 	0.0247 	0.0242 	0.0234 	0.0217 	0.0201 	0.0194 
4161905,DP_NC,NAT,FR	0.0483 	0.0357 	0.0376 	: 	: 	: 	: 	: 
4161905,DP_NC,NAT,HR	0.2868 	0.2940 	0.2940 	0.2500 	0.2480 	0.2500 	0.2500 	0.2700 
4161905,DP_NC,NAT,HU	12.8690 	12.5080 	14.0753 	: 	13.8500 	13.3094 	8.7085 	6.5352 
4161905,DP_NC,NAT,IE	0.0561 	0.0643 	0.0545 	0.0466 	: 	: 	: 	: 
4161905,DP_NC,NAT,IS	2.3132 	1.8501 	6.4846 	: 	: 	: 	: 	: 
4161905,DP_NC,NAT,IT	0.1163 	0.0990 	0.1055 	0.1073 	0.1063 	0.1212 	0.0525 	: 
4161905,DP_NC,NAT,LI	0.0801 	: 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,NAT,LT	0.1005 	0.1053 	0.1652 	0.1474 	0.1622 	0.1052 	0.0990 	0.1190 
4161905,DP_NC,NAT,LU	0.0637 	0.0640 	0.0656 	0.0665 	0.0670 	0.0663 	0.0680 	0.0703 
4161905,DP_NC,NAT,LV	0.0543 	0.0371 	0.0387 	0.0387 	0.0327 	0.0325 	0.0324 	0.0212 
4161905,DP_NC,NAT,ME	0.0409 	0.0416 	0.0386 	0.0367 	: 	: 	: 	: 
4161905,DP_NC,NAT,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0094 
4161905,DP_NC,NAT,NL	0.0389 	0.0302 	0.0271 	0.0000 	: 	: 	: 	: 
4161905,DP_NC,NAT,NO	0.2596 	0.2642 	0.2645 	0.2790 	0.2779 	0.2472 	0.2354 	0.2343 
4161905,DP_NC,NAT,PL	0.2016 	0.1903 	0.1810 	0.1760 	0.1625 	0.1507 	0.1453 	0.2417 
4161905,DP_NC,NAT,PT	0.0499 	0.0429 	0.0403 	0.0345 	0.0349 	0.0403 	0.0272 	: 
4161905,DP_NC,NAT,RO	0.2318 	0.2312 	0.2145 	0.2116 	0.2149 	0.2081 	0.2015 	0.1819 
4161905,DP_NC,NAT,RS	2.4722 	2.4927 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,NAT,SE	0.3264 	0.3473 	0.3286 	0.3384 	0.2940 	0.2830 	0.2620 	0.2563 
4161905,DP_NC,NAT,SI	0.0431 	0.0426 	0.0430 	0.0410 	0.0367 	0.0347 	0.0356 	: 
4161905,DP_NC,NAT,SK	0.0476 	0.0484 	0.0457 	0.0462 	0.0389 	0.0423 	0.9800 	0.9600 
4161905,DP_NC,NAT,TR	0.0873 	0.0804 	0.0781 	0.0709 	0.0384 	0.0327 	0.0272 	: 
4161905,DP_NC,NAT,UK	0.0279 	0.0261 	0.0240 	0.0240 	: 	0.0300 	0.0310 	: 
4161905,DP_NC,NAT,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,PPS,AT	0.0375 	0.0405 	0.0412 	0.0411 	0.0444 	0.0437 	0.0441 	: 
4161905,DP_NC,PPS,BA	: 	0.0548 	0.0560 	: 	: 	: 	: 	: 
4161905,DP_NC,PPS,BE	0.0719 	0.0637 	0.0602 	0.0572 	0.0509 	0.0466 	0.0482 	0.0446 
4161905,DP_NC,PPS,BG	0.0417 	0.0619 	0.0700 	0.0652 	0.0499 	0.0560 	0.0622 	0.0654 
4161905,DP_NC,PPS,CY	0.0429 	0.0419 	0.0412 	0.0396 	0.0400 	: 	: 	: 
4161905,DP_NC,PPS,CZ	0.0663 	0.0699 	0.0606 	0.0563 	0.0443 	0.0184 	0.0170 	0.0157 
4161905,DP_NC,PPS,DE	0.0512 	0.0514 	0.0493 	0.0490 	0.0471 	0.0451 	0.0448 	0.0526 
4161905,DP_NC,PPS,DK	0.0527 	0.0461 	0.0456 	0.0358 	0.0329 	0.0364 	0.0275 	0.0354 
4161905,DP_NC,PPS,EE	0.0591 	0.0535 	0.0573 	0.0547 	0.0490 	0.0445 	0.0429 	0.0445 
4161905,DP_NC,PPS,EL	0.0250 	0.0238 	0.0239 	0.0216 	0.0256 	0.0261 	: 	: 
4161905,DP_NC,PPS,ES	0.0357 	0.0288 	0.0872 	0.0697 	0.0605 	0.0367 	0.0373 	: 
4161905,DP_NC,PPS,FI	0.0204 	0.0207 	0.0205 	0.0201 	0.0196 	0.0181 	0.0171 	0.0167 
4161905,DP_NC,PPS,FR	0.0440 	0.0316 	0.0335 	: 	: 	: 	: 	: 
4161905,DP_NC,PPS,HR	0.0593 	0.0611 	0.0609 	0.0499 	0.0484 	0.0488 	0.0510 	0.0571 
4161905,DP_NC,PPS,HU	0.0736 	0.0731 	0.0923 	: 	0.0843 	0.0797 	0.0526 	0.0404 
4161905,DP_NC,PPS,IE	0.0504 	0.0583 	0.0497 	0.0423 	: 	: 	: 	: 
4161905,DP_NC,PPS,IS	0.0125 	0.0101 	0.0360 	: 	: 	: 	: 	: 
4161905,DP_NC,PPS,IT	0.1159 	0.0981 	0.1050 	0.1053 	0.1040 	0.1170 	0.0520 	: 
4161905,DP_NC,PPS,LT	0.0475 	0.0497 	0.0794 	0.0707 	0.0794 	0.0492 	0.0455 	0.0599 
4161905,DP_NC,PPS,LU	0.0534 	0.0528 	0.0555 	0.0561 	0.0554 	0.0550 	0.0586 	0.0617 
4161905,DP_NC,PPS,LV	0.0792 	0.0763 	0.0806 	0.0819 	0.0706 	0.0675 	0.0641 	0.0455 
4161905,DP_NC,PPS,ME	0.0796 	0.0829 	0.0786 	0.0748 	: 	: 	: 	: 
4161905,DP_NC,PPS,MT	0.0274 	0.0282 	0.0287 	0.0291 	0.0301 	0.0302 	0.0307 	0.0313 
4161905,DP_NC,PPS,NL	0.0356 	0.0275 	0.0248 	0.0000 	: 	: 	: 	: 
4161905,DP_NC,PPS,NO	0.0207 	0.0217 	0.0225 	0.0234 	0.0235 	0.0208 	0.0210 	0.0217 
4161905,DP_NC,PPS,PL	0.0833 	0.0789 	0.0750 	0.0727 	0.0681 	0.0608 	0.0611 	0.1064 
4161905,DP_NC,PPS,PT	0.0641 	0.0550 	0.0506 	0.0420 	0.0421 	0.0479 	0.0327 	: 
4161905,DP_NC,PPS,RO	0.1015 	0.1049 	0.1010 	0.1003 	0.1031 	0.0988 	0.0986 	0.0976 
4161905,DP_NC,PPS,RS	0.0435 	0.0453 	: 	: 	: 	: 	: 	: 
4161905,DP_NC,PPS,SE	0.0275 	0.0298 	0.0283 	0.0288 	0.0249 	0.0239 	0.0233 	0.0234 
4161905,DP_NC,PPS,SI	0.0539 	0.0529 	0.0531 	0.0491 	0.0437 	0.0405 	0.0438 	: 
4161905,DP_NC,PPS,SK	0.0714 	0.0712 	0.0669 	0.0672 	0.0582 	0.0622 	0.0459 	0.0423 
4161905,DP_NC,PPS,TR	0.0550 	0.0546 	0.0565 	0.0539 	0.0312 	0.0270 	0.0239 	: 
4161905,DP_NC,PPS,UK	0.0298 	0.0282 	0.0262 	0.0259 	: 	0.0344 	0.0372 	: 
4161905,DP_TL,EUR,AT	0.0556 	0.0555 	0.0500 	0.0418 	0.0435 	0.0435 	0.0422 	: 
4161905,DP_TL,EUR,BA	: 	0.0100 	0.0102 	: 	: 	: 	: 	: 
4161905,DP_TL,EUR,BE	0.0271 	0.0455 	0.0418 	0.0431 	0.0434 	0.0383 	0.0462 	0.0596 
4161905,DP_TL,EUR,BG	0.0142 	0.0149 	0.0160 	0.0144 	0.0138 	0.0138 	0.0148 	0.0120 
4161905,DP_TL,EUR,CY	0.0434 	0.0446 	0.0490 	0.0373 	0.0330 	: 	: 	: 
4161905,DP_TL,EUR,CZ	0.0177 	0.0209 	0.0199 	0.0189 	0.0177 	0.0171 	0.0158 	0.0113 
4161905,DP_TL,EUR,DE	0.1439 	0.1355 	0.1173 	0.1071 	0.0955 	0.0868 	0.0789 	0.0761 
4161905,DP_TL,EUR,DK	0.1160 	0.1137 	0.1486 	0.1472 	0.1325 	0.1306 	0.1338 	0.1255 
4161905,DP_TL,EUR,EE	0.0322 	0.0327 	0.0311 	0.0265 	0.0281 	0.0205 	0.0164 	0.0109 
4161905,DP_TL,EUR,EL	0.0844 	0.0782 	0.0610 	0.0424 	0.0410 	0.0408 	: 	: 
4161905,DP_TL,EUR,ES	0.0382 	0.0397 	0.0397 	0.0347 	0.0277 	0.0253 	0.0252 	: 
4161905,DP_TL,EUR,FI	0.0412 	0.0397 	0.0388 	0.0391 	0.0276 	0.0260 	0.0256 	0.0221 
4161905,DP_TL,EUR,FR	0.0536 	0.0469 	0.0425 	: 	: 	: 	: 	: 
4161905,DP_TL,EUR,HR	0.0292 	0.0270 	0.0261 	0.0203 	0.0207 	0.0219 	0.0209 	0.0178 
4161905,DP_TL,EUR,HU	0.0245 	0.0307 	0.0313 	: 	0.0320 	0.0332 	0.0283 	0.0301 
4161905,DP_TL,EUR,IE	0.0242 	0.0230 	0.0217 	0.0198 	: 	: 	: 	: 
4161905,DP_TL,EUR,IS	0.0123 	0.0109 	0.0193 	: 	: 	: 	: 	: 
4161905,DP_TL,EUR,IT	0.1251 	0.1041 	0.1082 	0.0863 	0.0649 	0.0749 	0.0627 	: 
4161905,DP_TL,EUR,LI	0.0137 	: 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,EUR,LT	0.0417 	0.0494 	0.0204 	0.0192 	0.0196 	0.0141 	0.0117 	0.0130 
4161905,DP_TL,EUR,LU	0.0293 	0.0203 	0.0213 	0.0210 	0.0280 	0.0201 	0.0163 	0.0140 
4161905,DP_TL,EUR,LV	0.0466 	0.0508 	0.0431 	0.0261 	0.0094 	0.0095 	0.0048 	0.0033 
4161905,DP_TL,EUR,ME	0.0121 	0.0121 	0.0117 	0.0121 	: 	: 	: 	: 
4161905,DP_TL,EUR,MT	0.0185 	0.0190 	0.0180 	0.0180 	0.0194 	0.0106 	0.0099 	0.0070 
4161905,DP_TL,EUR,NL	0.0637 	0.0894 	0.0867 	0.0000 	: 	: 	: 	: 
4161905,DP_TL,EUR,NO	0.0354 	0.0368 	0.0367 	0.0383 	0.0388 	0.0324 	0.0354 	0.0319 
4161905,DP_TL,EUR,PL	0.0304 	0.0300 	0.0310 	0.0288 	0.0285 	0.0259 	0.0267 	0.0294 
4161905,DP_TL,EUR,PT	0.0798 	0.0752 	0.0796 	0.0686 	0.0511 	0.0192 	0.0416 	: 
4161905,DP_TL,EUR,RO	0.0336 	0.0371 	0.0323 	0.0256 	0.0201 	0.0154 	0.0186 	0.0191 
4161905,DP_TL,EUR,RS	0.0125 	0.0137 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,EUR,SE	0.0577 	0.0628 	0.0640 	0.0611 	0.0595 	0.0519 	0.0538 	0.0539 
4161905,DP_TL,EUR,SI	0.0319 	0.0317 	0.0268 	0.0262 	0.0267 	0.0221 	0.0216 	: 
4161905,DP_TL,EUR,SK	0.0237 	0.0256 	0.0256 	0.0252 	0.0198 	0.0210 	0.0168 	0.0134 
4161905,DP_TL,EUR,TR	0.0271 	0.0259 	0.0301 	0.0225 	0.0281 	0.0242 	0.0252 	: 
4161905,DP_TL,EUR,UK	0.0080 	0.0073 	0.0071 	0.0066 	: 	0.0056 	0.0061 	: 
4161905,DP_TL,EUR,XK	0.0163 	0.0180 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,NAT,AT	0.0556 	0.0555 	0.0500 	0.0418 	0.0435 	0.0435 	0.0422 	: 
4161905,DP_TL,NAT,BA	: 	0.0196 	0.0199 	: 	: 	: 	: 	: 
4161905,DP_TL,NAT,BE	0.0271 	0.0455 	0.0418 	0.0431 	0.0434 	0.0383 	0.0462 	0.0596 
4161905,DP_TL,NAT,BG	0.0277 	0.0291 	0.0313 	0.0281 	0.0270 	0.0270 	0.0290 	0.0234 
4161905,DP_TL,NAT,CY	0.0434 	0.0446 	0.0490 	0.0373 	0.0330 	: 	: 	: 
4161905,DP_TL,NAT,CZ	0.4900 	0.5500 	0.5000 	0.4700 	0.4400 	0.4400 	0.3900 	0.3100 
4161905,DP_TL,NAT,DE	0.1439 	0.1355 	0.1173 	0.1071 	0.0955 	0.0868 	0.0789 	0.0761 
4161905,DP_TL,NAT,DK	0.8639 	0.8478 	1.1075 	1.0962 	0.9871 	0.9719 	0.9977 	0.9348 
4161905,DP_TL,NAT,EE	0.0322 	0.0327 	0.0311 	0.0265 	0.4400 	0.3207 	0.2570 	0.1700 
4161905,DP_TL,NAT,EL	0.0844 	0.0782 	0.0610 	0.0424 	0.0410 	0.0408 	: 	: 
4161905,DP_TL,NAT,ES	0.0382 	0.0397 	0.0397 	0.0347 	0.0277 	0.0253 	0.0252 	: 
4161905,DP_TL,NAT,FI	0.0412 	0.0397 	0.0388 	0.0391 	0.0276 	0.0260 	0.0256 	0.0221 
4161905,DP_TL,NAT,FR	0.0536 	0.0469 	0.0425 	: 	: 	: 	: 	: 
4161905,DP_TL,NAT,HR	0.2229 	0.2045 	0.1960 	0.1520 	0.1510 	0.1600 	0.1500 	0.1300 
4161905,DP_TL,NAT,HU	7.5971 	9.1530 	8.8587 	: 	8.9400 	9.0078 	7.0563 	7.6062 
4161905,DP_TL,NAT,IE	0.0242 	0.0230 	0.0217 	0.0198 	: 	: 	: 	: 
4161905,DP_TL,NAT,IS	1.9000 	1.7700 	3.0525 	: 	: 	: 	: 	: 
4161905,DP_TL,NAT,IT	0.1251 	0.1041 	0.1082 	0.0863 	0.0649 	0.0749 	0.0627 	: 
4161905,DP_TL,NAT,LI	0.0165 	: 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,NAT,LT	0.1440 	0.1705 	0.0703 	0.0663 	0.0676 	0.0486 	0.0405 	0.0448 
4161905,DP_TL,NAT,LU	0.0293 	0.0203 	0.0213 	0.0210 	0.0280 	0.0201 	0.0163 	0.0140 
4161905,DP_TL,NAT,LV	0.0466 	0.0357 	0.0300 	0.0184 	0.0067 	0.0067 	0.0034 	0.0023 
4161905,DP_TL,NAT,ME	0.0121 	0.0121 	0.0117 	0.0121 	: 	: 	: 	: 
4161905,DP_TL,NAT,MT	0.0185 	0.0190 	0.0180 	0.0180 	0.0194 	0.0106 	0.0099 	0.0030 
4161905,DP_TL,NAT,NL	0.0637 	0.0894 	0.0867 	0.0000 	: 	: 	: 	: 
4161905,DP_TL,NAT,NO	0.2989 	0.2974 	0.2711 	0.2970 	0.3103 	0.2777 	0.3004 	0.2521 
4161905,DP_TL,NAT,PL	0.1273 	0.1264 	0.1279 	0.1234 	0.1135 	0.1084 	0.0944 	0.1095 
4161905,DP_TL,NAT,PT	0.0798 	0.0752 	0.0796 	0.0686 	0.0511 	0.0192 	0.0416 	: 
4161905,DP_TL,NAT,RO	0.1485 	0.1651 	0.1462 	0.1099 	0.0857 	0.0652 	0.0689 	0.0637 
4161905,DP_TL,NAT,RS	1.4825 	1.5643 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,NAT,SE	0.5329 	0.5505 	0.5458 	0.5571 	0.5530 	0.5390 	0.5300 	0.4997 
4161905,DP_TL,NAT,SI	0.0319 	0.0317 	0.0268 	0.0262 	0.0267 	0.0221 	0.0216 	: 
4161905,DP_TL,NAT,SK	0.0237 	0.0256 	0.0256 	0.0252 	0.0198 	0.0210 	0.5100 	0.4500 
4161905,DP_TL,NAT,TR	0.0772 	0.0695 	0.0689 	0.0555 	0.0555 	0.0527 	0.0486 	: 
4161905,DP_TL,NAT,UK	0.0063 	0.0062 	0.0057 	0.0057 	: 	0.0050 	0.0050 	: 
4161905,DP_TL,NAT,XK	0.0163 	0.0180 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,PPS,AT	0.0503 	0.0497 	0.0454 	0.0378 	0.0395 	0.0388 	0.0387 	: 
4161905,DP_TL,PPS,BA	: 	0.0206 	0.0211 	: 	: 	: 	: 	: 
4161905,DP_TL,PPS,BE	0.0244 	0.0404 	0.0377 	0.0388 	0.0391 	0.0336 	0.0413 	0.0545 
4161905,DP_TL,PPS,BG	0.0300 	0.0313 	0.0340 	0.0303 	0.0311 	0.0309 	0.0347 	0.0298 
4161905,DP_TL,PPS,CY	0.0494 	0.0500 	0.0540 	0.0405 	0.0372 	: 	: 	: 
4161905,DP_TL,PPS,CZ	0.0278 	0.0310 	0.0283 	0.0265 	0.0241 	0.0238 	0.0214 	0.0180 
4161905,DP_TL,PPS,DE	0.1381 	0.1289 	0.1135 	0.1031 	0.0915 	0.0807 	0.0759 	0.0743 
4161905,DP_TL,PPS,DK	0.0860 	0.0834 	0.1099 	0.1089 	0.0972 	0.0933 	0.0973 	0.0921 
4161905,DP_TL,PPS,EE	0.0431 	0.0449 	0.0439 	0.0381 	0.0415 	0.0293 	0.0231 	0.0160 
4161905,DP_TL,PPS,EL	0.1018 	0.0916 	0.0682 	0.0457 	0.0446 	0.0440 	: 	: 
4161905,DP_TL,PPS,ES	0.0427 	0.0441 	0.0439 	0.0372 	0.0295 	0.0268 	0.0273 	: 
4161905,DP_TL,PPS,FI	0.0331 	0.0322 	0.0321 	0.0325 	0.0231 	0.0217 	0.0218 	0.0191 
4161905,DP_TL,PPS,FR	0.0488 	0.0415 	0.0379 	: 	: 	: 	: 	: 
4161905,DP_TL,PPS,HR	0.0461 	0.0425 	0.0406 	0.0304 	0.0294 	0.0312 	0.0306 	0.0275 
4161905,DP_TL,PPS,HU	0.0435 	0.0535 	0.0653 	: 	0.0544 	0.0540 	0.0426 	0.0470 
4161905,DP_TL,PPS,IE	0.0217 	0.0209 	0.0198 	0.0180 	: 	: 	: 	: 
4161905,DP_TL,PPS,IS	0.0102 	0.0097 	0.0170 	: 	: 	: 	: 	: 
4161905,DP_TL,PPS,IT	0.1246 	0.1032 	0.1077 	0.0847 	0.0635 	0.0723 	0.0621 	: 
4161905,DP_TL,PPS,LT	0.0680 	0.0805 	0.0338 	0.0318 	0.0331 	0.0227 	0.0186 	0.0226 
4161905,DP_TL,PPS,LU	0.0246 	0.0167 	0.0180 	0.0177 	0.0232 	0.0167 	0.0141 	0.0123 
4161905,DP_TL,PPS,LV	0.0679 	0.0735 	0.0625 	0.0390 	0.0145 	0.0139 	0.0067 	0.0049 
4161905,DP_TL,PPS,ME	0.0236 	0.0241 	0.0238 	0.0247 	: 	: 	: 	: 
4161905,DP_TL,PPS,MT	0.0231 	0.0244 	0.0235 	0.0238 	0.0266 	0.0146 	0.0138 	0.0100 
4161905,DP_TL,PPS,NL	0.0583 	0.0815 	0.0794 	0.0000 	: 	: 	: 	: 
4161905,DP_TL,PPS,NO	0.0239 	0.0244 	0.0231 	0.0249 	0.0263 	0.0233 	0.0268 	0.0233 
4161905,DP_TL,PPS,PL	0.0526 	0.0524 	0.0530 	0.0509 	0.0476 	0.0437 	0.0397 	0.0482 
4161905,DP_TL,PPS,PT	0.1026 	0.0964 	0.0999 	0.0835 	0.0617 	0.0228 	0.0501 	: 
4161905,DP_TL,PPS,RO	0.0650 	0.0749 	0.0688 	0.0521 	0.0411 	0.0310 	0.0337 	0.0342 
4161905,DP_TL,PPS,RS	0.0261 	0.0284 	: 	: 	: 	: 	: 	: 
4161905,DP_TL,PPS,SE	0.0450 	0.0472 	0.0470 	0.0475 	0.0469 	0.0455 	0.0472 	0.0456 
4161905,DP_TL,PPS,SI	0.0399 	0.0394 	0.0331 	0.0314 	0.0318 	0.0258 	0.0266 	: 
4161905,DP_TL,PPS,SK	0.0356 	0.0377 	0.0375 	0.0367 	0.0296 	0.0309 	0.0239 	0.0198 
4161905,DP_TL,PPS,TR	0.0486 	0.0472 	0.0498 	0.0422 	0.0450 	0.0435 	0.0427 	: 
4161905,DP_TL,PPS,UK	0.0067 	0.0067 	0.0062 	0.0061 	: 	0.0057 	0.0060 	: 
